t/s,UL1-N [V],UL2-N [V],UL3-N [V],UL1-L2 [V],UL2-L3 [V],UL3-L1 [V],I1 [A],I2 [A],I3 [A],IN [A],S1 [VA],S2 [VA],S3 [VA],P1 [W],P2 [W],P3 [W],Q1 [var],Q2 [var],Q3 [var],cos ?1,cos ?2,cos ?3,UTHD1 [%],UTHD2 [%],UTHD3 [%],f [Hz],[V],[V],[A],?S [VA],?P [W],?Q [var],cos ?,Label
1.641,119.246,120.458,118.642,208.182,207.182,205.305,1.0684,0.942113,0.761105,0.245769,127.403,113.485,90.299,-115.728,-104.928,-82.0116,46.6112,35.6495,30.3838,0.908363,0.924603,0.908223,1.77175,1.96335,1.6517,60.0312,119.449,206.889,0.923873,331.187,-302.668,112.644,0.91389,0
1.672,119.246,120.458,118.642,208.182,207.182,205.305,1.0684,0.942113,0.761105,0.245769,127.403,113.485,90.299,-115.728,-104.928,-82.0116,46.6112,35.6495,30.3838,0.908363,0.924603,0.908223,1.77175,1.96335,1.6517,60.0312,119.449,206.889,0.923873,331.187,-302.668,112.644,0.91389,0
1.688,119.246,120.458,118.642,208.182,207.182,205.305,1.0684,0.942113,0.761105,0.245769,127.403,113.485,90.299,-115.728,-104.928,-82.0116,46.6112,35.6495,30.3838,0.908363,0.924603,0.908223,1.77175,1.96335,1.6517,60.0312,119.449,206.889,0.923873,331.187,-302.668,112.644,0.91389,0
1.704,119.246,120.458,118.642,208.182,207.182,205.305,1.0684,0.942113,0.761105,0.245769,127.403,113.485,90.299,-115.728,-104.928,-82.0116,46.6112,35.6495,30.3838,0.908363,0.924603,0.908223,1.77175,1.96335,1.6517,60.0312,119.449,206.889,0.923873,331.187,-302.668,112.644,0.91389,0
1.735,119.246,120.458,118.642,208.182,207.182,205.305,1.0684,0.942113,0.761105,0.245769,127.403,113.485,90.299,-115.728,-104.928,-82.0116,46.6112,35.6495,30.3838,0.908363,0.924603,0.908223,1.77175,1.96335,1.6517,60.0312,119.449,206.889,0.923873,331.187,-302.668,112.644,0.91389,0
1.75,119.246,120.458,118.642,208.182,207.182,205.305,1.0684,0.942113,0.761105,0.245769,127.403,113.485,90.299,-115.728,-104.928,-82.0116,46.6112,35.6495,30.3838,0.908363,0.924603,0.908223,1.77175,1.96335,1.6517,60.0312,119.449,206.889,0.923873,331.187,-302.668,112.644,0.91389,0
1.766,119.285,120.573,118.639,208.338,207.308,205.281,1.06797,0.938781,0.761601,0.24304,127.392,113.191,90.3552,-115.825,-104.725,-81.9853,46.1794,35.0166,30.4334,0.9092,0.925203,0.907366,1.82415,1.956,1.6984,60.0312,119.499,206.976,0.922784,330.939,-302.535,111.629,0.914173,0
1.782,119.285,120.573,118.639,208.338,207.308,205.281,1.06797,0.938781,0.761601,0.24304,127.392,113.191,90.3552,-115.825,-104.725,-81.9853,46.1794,35.0166,30.4334,0.9092,0.925203,0.907366,1.82415,1.956,1.6984,60.0312,119.499,206.976,0.922784,330.939,-302.535,111.629,0.914173,0
1.813,119.285,120.573,118.639,208.338,207.308,205.281,1.06797,0.938781,0.761601,0.24304,127.392,113.191,90.3552,-115.825,-104.725,-81.9853,46.1794,35.0166,30.4334,0.9092,0.925203,0.907366,1.82415,1.956,1.6984,60.0312,119.499,206.976,0.922784,330.939,-302.535,111.629,0.914173,0
1.829,119.285,120.573,118.639,208.338,207.308,205.281,1.06797,0.938781,0.761601,0.24304,127.392,113.191,90.3552,-115.825,-104.725,-81.9853,46.1794,35.0166,30.4334,0.9092,0.925203,0.907366,1.82415,1.956,1.6984,60.0312,119.499,206.976,0.922784,330.939,-302.535,111.629,0.914173,0
1.844,119.285,120.573,118.639,208.338,207.308,205.281,1.06797,0.938781,0.761601,0.24304,127.392,113.191,90.3552,-115.825,-104.725,-81.9853,46.1794,35.0166,30.4334,0.9092,0.925203,0.907366,1.82415,1.956,1.6984,60.0312,119.499,206.976,0.922784,330.939,-302.535,111.629,0.914173,0
1.875,119.285,120.573,118.639,208.338,207.308,205.281,1.06797,0.938781,0.761601,0.24304,127.392,113.191,90.3552,-115.825,-104.725,-81.9853,46.1794,35.0166,30.4334,0.9092,0.925203,0.907366,1.82415,1.956,1.6984,60.0312,119.499,206.976,0.922784,330.939,-302.535,111.629,0.914173,0
1.891,119.285,120.573,118.639,208.338,207.308,205.281,1.06797,0.938781,0.761601,0.24304,127.392,113.191,90.3552,-115.825,-104.725,-81.9853,46.1794,35.0166,30.4334,0.9092,0.925203,0.907366,1.82415,1.956,1.6984,60.0312,119.499,206.976,0.922784,330.939,-302.535,111.629,0.914173,0
1.907,119.285,120.573,118.639,208.338,207.308,205.281,1.06797,0.938781,0.761601,0.24304,127.392,113.191,90.3552,-115.825,-104.725,-81.9853,46.1794,35.0166,30.4334,0.9092,0.925203,0.907366,1.82415,1.956,1.6984,60.0312,119.499,206.976,0.922784,330.939,-302.535,111.629,0.914173,0
1.922,119.285,120.573,118.639,208.338,207.308,205.281,1.06797,0.938781,0.761601,0.24304,127.392,113.191,90.3552,-115.825,-104.725,-81.9853,46.1794,35.0166,30.4334,0.9092,0.925203,0.907366,1.82415,1.956,1.6984,60.0312,119.499,206.976,0.922784,330.939,-302.535,111.629,0.914173,0
1.954,119.229,120.536,118.641,208.25,207.282,205.242,1.07249,0.943526,0.766474,0.24304,127.872,113.729,90.9353,-115.818,-104.709,-82.1224,47.3478,36.6959,31.6031,0.905737,0.920691,0.903086,1.78361,1.94565,1.66705,60.0312,119.469,206.924,0.927495,332.536,-302.65,115.647,0.910127,0
1.969,119.229,120.536,118.641,208.25,207.282,205.242,1.07249,0.943526,0.766474,0.246121,127.872,113.729,90.9353,-115.818,-104.709,-82.1224,47.3478,36.6959,31.6031,0.905737,0.920691,0.903086,1.78361,1.94565,1.66705,60.0312,119.469,206.924,0.927495,332.536,-302.65,115.647,0.910127,0
1.985,119.229,120.536,118.641,208.25,207.282,205.242,1.07249,0.943526,0.766474,0.246121,127.872,113.729,90.9353,-115.818,-104.709,-82.1224,47.3478,36.6959,31.6031,0.905737,0.920691,0.903086,1.78361,1.94565,1.66705,60.0312,119.469,206.924,0.927495,332.536,-302.65,115.647,0.910127,0
2,119.229,120.536,118.641,208.25,207.282,205.242,1.07249,0.943526,0.766474,0.246121,127.872,113.729,90.9353,-115.818,-104.709,-82.1224,47.3478,36.6959,31.6031,0.905737,0.920691,0.903086,1.78361,1.94565,1.66705,60.0312,119.469,206.924,0.927495,332.536,-302.65,115.647,0.910127,0
2.032,119.229,120.536,118.641,208.25,207.282,205.242,1.07249,0.943526,0.766474,0.246121,127.872,113.729,90.9353,-115.818,-104.709,-82.1224,47.3478,36.6959,31.6031,0.905737,0.920691,0.903086,1.78361,1.94565,1.66705,60.0312,119.469,206.924,0.927495,332.536,-302.65,115.647,0.910127,0
2.047,119.229,120.536,118.641,208.25,207.282,205.242,1.07249,0.943526,0.766474,0.246121,127.872,113.729,90.9353,-115.818,-104.709,-82.1224,47.3478,36.6959,31.6031,0.905737,0.920691,0.903086,1.78361,1.94565,1.66705,60.0312,119.469,206.924,0.927495,332.536,-302.65,115.647,0.910127,0
2.063,119.229,120.536,118.641,208.25,207.282,205.242,1.07249,0.943526,0.766474,0.246121,127.872,113.729,90.9353,-115.818,-104.709,-82.1224,47.3478,36.6959,31.6031,0.905737,0.920691,0.903086,1.78361,1.94565,1.66705,60.0312,119.469,206.924,0.927495,332.536,-302.65,115.647,0.910127,0
2.094,119.229,120.536,118.641,208.25,207.282,205.242,1.07249,0.943526,0.766474,0.246121,127.872,113.729,90.9353,-115.818,-104.709,-82.1224,47.3478,36.6959,31.6031,0.905737,0.920691,0.903086,1.78361,1.94565,1.66705,60.0312,119.469,206.924,0.927495,332.536,-302.65,115.647,0.910127,0
2.11,119.229,120.536,118.641,208.25,207.282,205.242,1.07249,0.943526,0.766474,0.246121,127.872,113.729,90.9353,-115.818,-104.709,-82.1224,47.3478,36.6959,31.6031,0.905737,0.920691,0.903086,1.78361,1.94565,1.66705,60.0312,119.469,206.924,0.927495,332.536,-302.65,115.647,0.910127,0
2.125,119.229,120.536,118.641,208.25,207.282,205.242,1.07249,0.943526,0.766474,0.246121,127.872,113.729,90.9353,-115.818,-104.709,-82.1224,47.3478,36.6959,31.6031,0.905737,0.920691,0.903086,1.78361,1.94565,1.66705,60.0312,119.469,206.924,0.927495,332.536,-302.65,115.647,0.910127,0
2.141,119.229,120.536,118.641,208.25,207.282,205.242,1.07249,0.943526,0.766474,0.246121,127.872,113.729,90.9353,-115.818,-104.709,-82.1224,47.3478,36.6959,31.6031,0.905737,0.920691,0.903086,1.78361,1.94565,1.66705,60.0312,119.469,206.924,0.927495,332.536,-302.65,115.647,0.910127,0
2.172,119.243,120.487,118.59,208.223,207.168,205.233,1.07742,0.942547,0.765341,0.251039,128.475,113.565,90.7615,-116.451,-104.525,-81.8473,47.3986,36.9441,32.0173,0.906406,0.920402,0.901784,1.81706,1.93675,1.66443,60.0312,119.44,206.875,0.928436,332.802,-302.823,116.36,0.909921,0
2.188,119.243,120.487,118.59,208.223,207.168,205.233,1.07742,0.942547,0.765341,0.251039,128.475,113.565,90.7615,-116.451,-104.525,-81.8473,47.3986,36.9441,32.0173,0.906406,0.920402,0.901784,1.81706,1.93675,1.66443,60.0312,119.44,206.875,0.928436,332.802,-302.823,116.36,0.909921,0
2.204,119.243,120.487,118.59,208.223,207.168,205.233,1.07742,0.942547,0.765341,0.251039,128.475,113.565,90.7615,-116.451,-104.525,-81.8473,47.3986,36.9441,32.0173,0.906406,0.920402,0.901784,1.81706,1.93675,1.66443,60.0312,119.44,206.875,0.928436,332.802,-302.823,116.36,0.909921,0
2.235,119.243,120.487,118.59,208.223,207.168,205.233,1.07742,0.942547,0.765341,0.251039,128.475,113.565,90.7615,-116.451,-104.525,-81.8473,47.3986,36.9441,32.0173,0.906406,0.920402,0.901784,1.81706,1.93675,1.66443,60.0312,119.44,206.875,0.928436,332.802,-302.823,116.36,0.909921,0
2.25,119.243,120.487,118.59,208.223,207.168,205.233,1.07742,0.942547,0.765341,0.251039,128.475,113.565,90.7615,-116.451,-104.525,-81.8473,47.3986,36.9441,32.0173,0.906406,0.920402,0.901784,1.81706,1.93675,1.66443,60.0312,119.44,206.875,0.928436,332.802,-302.823,116.36,0.909921,0
2.266,119.243,120.487,118.59,208.223,207.168,205.233,1.07742,0.942547,0.765341,0.251039,128.475,113.565,90.7615,-116.451,-104.525,-81.8473,47.3986,36.9441,32.0173,0.906406,0.920402,0.901784,1.81706,1.93675,1.66443,60.0312,119.44,206.875,0.928436,332.802,-302.823,116.36,0.909921,0
2.282,119.243,120.487,118.59,208.223,207.168,205.233,1.07742,0.942547,0.765341,0.251039,128.475,113.565,90.7615,-116.451,-104.525,-81.8473,47.3986,36.9441,32.0173,0.906406,0.920402,0.901784,1.81706,1.93675,1.66443,60.0312,119.44,206.875,0.928436,332.802,-302.823,116.36,0.909921,0
2.313,119.243,120.487,118.59,208.223,207.168,205.233,1.07742,0.942547,0.765341,0.251039,128.475,113.565,90.7615,-116.451,-104.525,-81.8473,47.3986,36.9441,32.0173,0.906406,0.920402,0.901784,1.81706,1.93675,1.66443,60.0312,119.44,206.875,0.928436,332.802,-302.823,116.36,0.909921,0
2.329,119.243,120.487,118.59,208.223,207.168,205.233,1.07742,0.942547,0.765341,0.251039,128.475,113.565,90.7615,-116.451,-104.525,-81.8473,47.3986,36.9441,32.0173,0.906406,0.920402,0.901784,1.81706,1.93675,1.66443,60.0312,119.44,206.875,0.928436,332.802,-302.823,116.36,0.909921,0
2.344,119.243,120.487,118.59,208.223,207.168,205.233,1.07742,0.942547,0.765341,0.251039,128.475,113.565,90.7615,-116.451,-104.525,-81.8473,47.3986,36.9441,32.0173,0.906406,0.920402,0.901784,1.81706,1.93675,1.66443,60.0312,119.44,206.875,0.928436,332.802,-302.823,116.36,0.909921,0
2.375,119.222,120.444,118.612,208.144,207.137,205.27,1.07424,0.944698,0.765958,0.247533,128.073,113.783,90.8518,-116.027,-104.917,-82.0495,47.6554,36.9595,31.7607,0.905946,0.922079,0.903114,1.71719,1.92825,1.68809,60.0312,119.426,206.85,0.928297,332.708,-302.994,116.376,0.91069,0
2.391,119.222,120.444,118.612,208.144,207.137,205.27,1.07424,0.944698,0.765958,0.247533,128.073,113.783,90.8518,-116.027,-104.917,-82.0495,47.6554,36.9595,31.7607,0.905946,0.922079,0.903114,1.71719,1.92825,1.68809,60.0312,119.426,206.85,0.928297,332.708,-302.994,116.376,0.91069,0
2.407,119.222,120.444,118.612,208.144,207.137,205.27,1.07424,0.944698,0.765958,0.247533,128.073,113.783,90.8518,-116.027,-104.917,-82.0495,47.6554,36.9595,31.7607,0.905946,0.922079,0.903114,1.71719,1.92825,1.68809,60.0312,119.426,206.85,0.928297,332.708,-302.994,116.376,0.91069,0
2.422,119.222,120.444,118.612,208.144,207.137,205.27,1.07424,0.944698,0.765958,0.247533,128.073,113.783,90.8518,-116.027,-104.917,-82.0495,47.6554,36.9595,31.7607,0.905946,0.922079,0.903114,1.71719,1.92825,1.68809,60.0312,119.426,206.85,0.928297,332.708,-302.994,116.376,0.91069,0
2.454,119.222,120.444,118.612,208.144,207.137,205.27,1.07424,0.944698,0.765958,0.247533,128.073,113.783,90.8518,-116.027,-104.917,-82.0495,47.6554,36.9595,31.7607,0.905946,0.922079,0.903114,1.71719,1.92825,1.68809,60.0312,119.426,206.85,0.928297,332.708,-302.994,116.376,0.91069,0
2.469,119.222,120.444,118.612,208.144,207.137,205.27,1.07424,0.944698,0.765958,0.247533,128.073,113.783,90.8518,-116.027,-104.917,-82.0495,47.6554,36.9595,31.7607,0.905946,0.922079,0.903114,1.71719,1.92825,1.68809,60.0312,119.426,206.85,0.928297,332.708,-302.994,116.376,0.91069,0
2.485,119.222,120.444,118.612,208.144,207.137,205.27,1.07424,0.944698,0.765958,0.247533,128.073,113.783,90.8518,-116.027,-104.917,-82.0495,47.6554,36.9595,31.7607,0.905946,0.922079,0.903114,1.71719,1.92825,1.68809,60.0312,119.426,206.85,0.928297,332.708,-302.994,116.376,0.91069,0
2.5,119.222,120.444,118.612,208.144,207.137,205.27,1.07424,0.944698,0.765958,0.247533,128.073,113.783,90.8518,-116.027,-104.917,-82.0495,47.6554,36.9595,31.7607,0.905946,0.922079,0.903114,1.71719,1.92825,1.68809,60.0312,119.426,206.85,0.928297,332.708,-302.994,116.376,0.91069,0
2.532,119.222,120.444,118.612,208.144,207.137,205.27,1.07424,0.944698,0.765958,0.247533,128.073,113.783,90.8518,-116.027,-104.917,-82.0495,47.6554,36.9595,31.7607,0.905946,0.922079,0.903114,1.71719,1.92825,1.68809,60.0312,119.426,206.85,0.928297,332.708,-302.994,116.376,0.91069,0
2.547,119.222,120.444,118.612,208.144,207.137,205.27,1.07424,0.944698,0.765958,0.247533,128.073,113.783,90.8518,-116.027,-104.917,-82.0495,47.6554,36.9595,31.7607,0.905946,0.922079,0.903114,1.71719,1.92825,1.68809,60.0312,119.426,206.85,0.928297,332.708,-302.994,116.376,0.91069,0
2.563,119.188,120.436,118.6,208.104,207.158,205.196,1.07367,0.944464,0.766403,0.248049,127.969,113.748,90.8957,-115.94,-104.902,-82.1499,47.5479,36.9756,31.679,0.905999,0.922237,0.903781,1.77968,1.91422,1.66784,60.0312,119.408,206.819,0.928181,332.613,-302.992,116.202,0.910946,0
2.594,119.188,120.436,118.6,208.104,207.158,205.196,1.07367,0.944464,0.766403,0.248049,127.969,113.748,90.8957,-115.94,-104.902,-82.1499,47.5479,36.9756,31.679,0.905999,0.922237,0.903781,1.77968,1.91422,1.66784,60.0312,119.408,206.819,0.928181,332.613,-302.992,116.202,0.910946,0
2.61,119.188,120.436,118.6,208.104,207.158,205.196,1.07367,0.944464,0.766403,0.248049,127.969,113.748,90.8957,-115.94,-104.902,-82.1499,47.5479,36.9756,31.679,0.905999,0.922237,0.903781,1.77968,1.91422,1.66784,60.0312,119.408,206.819,0.928181,332.613,-302.992,116.202,0.910946,0
2.625,119.188,120.436,118.6,208.104,207.158,205.196,1.07367,0.944464,0.766403,0.248049,127.969,113.748,90.8957,-115.94,-104.902,-82.1499,47.5479,36.9756,31.679,0.905999,0.922237,0.903781,1.77968,1.91422,1.66784,60.0312,119.408,206.819,0.928181,332.613,-302.992,116.202,0.910946,0
2.641,119.188,120.436,118.6,208.104,207.158,205.196,1.07367,0.944464,0.766403,0.248049,127.969,113.748,90.8957,-115.94,-104.902,-82.1499,47.5479,36.9756,31.679,0.905999,0.922237,0.903781,1.77968,1.91422,1.66784,60.0312,119.408,206.819,0.928181,332.613,-302.992,116.202,0.910946,0
2.672,119.188,120.436,118.6,208.104,207.158,205.196,1.07367,0.944464,0.766403,0.248049,127.969,113.748,90.8957,-115.94,-104.902,-82.1499,47.5479,36.9756,31.679,0.905999,0.922237,0.903781,1.77968,1.91422,1.66784,60.0312,119.408,206.819,0.928181,332.613,-302.992,116.202,0.910946,0
2.688,119.188,120.436,118.6,208.104,207.158,205.196,1.07367,0.944464,0.766403,0.248049,127.969,113.748,90.8957,-115.94,-104.902,-82.1499,47.5479,36.9756,31.679,0.905999,0.922237,0.903781,1.77968,1.91422,1.66784,60.0312,119.408,206.819,0.928181,332.613,-302.992,116.202,0.910946,0
2.704,119.188,120.436,118.6,208.104,207.158,205.196,1.07367,0.944464,0.766403,0.248049,127.969,113.748,90.8957,-115.94,-104.902,-82.1499,47.5479,36.9756,31.679,0.905999,0.922237,0.903781,1.77968,1.91422,1.66784,60.0312,119.408,206.819,0.928181,332.613,-302.992,116.202,0.910946,0
2.735,119.188,120.436,118.6,208.104,207.158,205.196,1.07367,0.944464,0.766403,0.248049,127.969,113.748,90.8957,-115.94,-104.902,-82.1499,47.5479,36.9756,31.679,0.905999,0.922237,0.903781,1.77968,1.91422,1.66784,60.0312,119.408,206.819,0.928181,332.613,-302.992,116.202,0.910946,0
2.75,119.188,120.436,118.6,208.104,207.158,205.196,1.07367,0.944464,0.766403,0.248049,127.969,113.748,90.8957,-115.94,-104.902,-82.1499,47.5479,36.9756,31.679,0.905999,0.922237,0.903781,1.77968,1.91422,1.66784,60.0312,119.408,206.819,0.928181,332.613,-302.992,116.202,0.910946,0
2.766,119.167,120.471,118.563,208.13,207.16,205.129,1.07498,0.943469,0.768765,0.244498,128.102,113.661,91.1474,-115.963,-104.784,-82.2245,47.5591,36.808,31.9448,0.905239,0.921902,0.902105,1.76715,1.93401,1.70781,60.0312,119.401,206.806,0.929071,332.911,-302.972,116.312,0.91007,0
2.782,119.167,120.471,118.563,208.13,207.16,205.129,1.07498,0.943469,0.768765,0.244498,128.102,113.661,91.1474,-115.963,-104.784,-82.2245,47.5591,36.808,31.9448,0.905239,0.921902,0.902105,1.76715,1.93401,1.70781,60.0312,119.401,206.806,0.929071,332.911,-302.972,116.312,0.91007,0
2.813,119.167,120.471,118.563,208.13,207.16,205.129,1.07498,0.943469,0.768765,0.244498,128.102,113.661,91.1474,-115.963,-104.784,-82.2245,47.5591,36.808,31.9448,0.905239,0.921902,0.902105,1.76715,1.93401,1.70781,60.0312,119.401,206.806,0.929071,332.911,-302.972,116.312,0.91007,0
2.829,119.167,120.471,118.563,208.13,207.16,205.129,1.07498,0.943469,0.768765,0.244498,128.102,113.661,91.1474,-115.963,-104.784,-82.2245,47.5591,36.808,31.9448,0.905239,0.921902,0.902105,1.76715,1.93401,1.70781,60.0312,119.401,206.806,0.929071,332.911,-302.972,116.312,0.91007,0
2.844,119.167,120.471,118.563,208.13,207.16,205.129,1.07498,0.943469,0.768765,0.244498,128.102,113.661,91.1474,-115.963,-104.784,-82.2245,47.5591,36.808,31.9448,0.905239,0.921902,0.902105,1.76715,1.93401,1.70781,60.0312,119.401,206.806,0.929071,332.911,-302.972,116.312,0.91007,0
2.875,119.167,120.471,118.563,208.13,207.16,205.129,1.07498,0.943469,0.768765,0.244498,128.102,113.661,91.1474,-115.963,-104.784,-82.2245,47.5591,36.808,31.9448,0.905239,0.921902,0.902105,1.76715,1.93401,1.70781,60.0312,119.401,206.806,0.929071,332.911,-302.972,116.312,0.91007,0
2.891,119.167,120.471,118.563,208.13,207.16,205.129,1.07498,0.943469,0.768765,0.244498,128.102,113.661,91.1474,-115.963,-104.784,-82.2245,47.5591,36.808,31.9448,0.905239,0.921902,0.902105,1.76715,1.93401,1.70781,60.0312,119.401,206.806,0.929071,332.911,-302.972,116.312,0.91007,0
2.907,119.167,120.471,118.563,208.13,207.16,205.129,1.07498,0.943469,0.768765,0.244498,128.102,113.661,91.1474,-115.963,-104.784,-82.2245,47.5591,36.808,31.9448,0.905239,0.921902,0.902105,1.76715,1.93401,1.70781,60.0312,119.401,206.806,0.929071,332.911,-302.972,116.312,0.91007,0
2.922,119.167,120.471,118.563,208.13,207.16,205.129,1.07498,0.943469,0.768765,0.244498,128.102,113.661,91.1474,-115.963,-104.784,-82.2245,47.5591,36.808,31.9448,0.905239,0.921902,0.902105,1.76715,1.93401,1.70781,60.0312,119.401,206.806,0.929071,332.911,-302.972,116.312,0.91007,0
2.954,119.167,120.471,118.563,208.13,207.16,205.129,1.07498,0.943469,0.768765,0.244229,128.102,113.661,91.1474,-115.963,-104.784,-82.2245,47.5591,36.808,31.9448,0.905239,0.921902,0.902105,1.76715,1.93401,1.70781,60.0312,119.401,206.806,0.929071,332.911,-302.972,116.312,0.91007,0
2.969,119.161,120.441,118.57,208.101,207.144,205.121,1.07321,0.943652,0.767982,0.244229,127.885,113.654,91.0598,-115.755,-104.858,-82.2241,47.2599,36.6425,31.6327,0.905146,0.922606,0.902968,1.79277,1.92422,1.68753,60.0312,119.391,206.789,0.928283,332.599,-302.837,115.535,0.910516,0
2.985,119.161,120.441,118.57,208.101,207.144,205.121,1.07321,0.943652,0.767982,0.244229,127.885,113.654,91.0598,-115.755,-104.858,-82.2241,47.2599,36.6425,31.6327,0.905146,0.922606,0.902968,1.79277,1.92422,1.68753,60.0312,119.391,206.789,0.928283,332.599,-302.837,115.535,0.910516,0
3,119.161,120.441,118.57,208.101,207.144,205.121,1.07321,0.943652,0.767982,0.244229,127.885,113.654,91.0598,-115.755,-104.858,-82.2241,47.2599,36.6425,31.6327,0.905146,0.922606,0.902968,1.79277,1.92422,1.68753,60.0312,119.391,206.789,0.928283,332.599,-302.837,115.535,0.910516,0
3.032,119.161,120.441,118.57,208.101,207.144,205.121,1.07321,0.943652,0.767982,0.244229,127.885,113.654,91.0598,-115.755,-104.858,-82.2241,47.2599,36.6425,31.6327,0.905146,0.922606,0.902968,1.79277,1.92422,1.68753,60.0312,119.391,206.789,0.928283,332.599,-302.837,115.535,0.910516,0
3.047,119.161,120.441,118.57,208.101,207.144,205.121,1.07321,0.943652,0.767982,0.244229,127.885,113.654,91.0598,-115.755,-104.858,-82.2241,47.2599,36.6425,31.6327,0.905146,0.922606,0.902968,1.79277,1.92422,1.68753,60.0312,119.391,206.789,0.928283,332.599,-302.837,115.535,0.910516,0
3.063,119.161,120.441,118.57,208.101,207.144,205.121,1.07321,0.943652,0.767982,0.244229,127.885,113.654,91.0598,-115.755,-104.858,-82.2241,47.2599,36.6425,31.6327,0.905146,0.922606,0.902968,1.79277,1.92422,1.68753,60.0312,119.391,206.789,0.928283,332.599,-302.837,115.535,0.910516,0
3.094,119.161,120.441,118.57,208.101,207.144,205.121,1.07321,0.943652,0.767982,0.244229,127.885,113.654,91.0598,-115.755,-104.858,-82.2241,47.2599,36.6425,31.6327,0.905146,0.922606,0.902968,1.79277,1.92422,1.68753,60.0312,119.391,206.789,0.928283,332.599,-302.837,115.535,0.910516,0
3.11,119.161,120.441,118.57,208.101,207.144,205.121,1.07321,0.943652,0.767982,0.244229,127.885,113.654,91.0598,-115.755,-104.858,-82.2241,47.2599,36.6425,31.6327,0.905146,0.922606,0.902968,1.79277,1.92422,1.68753,60.0312,119.391,206.789,0.928283,332.599,-302.837,115.535,0.910516,0
3.125,119.161,120.441,118.57,208.101,207.144,205.121,1.07321,0.943652,0.767982,0.244229,127.885,113.654,91.0598,-115.755,-104.858,-82.2241,47.2599,36.6425,31.6327,0.905146,0.922606,0.902968,1.79277,1.92422,1.68753,60.0312,119.391,206.789,0.928283,332.599,-302.837,115.535,0.910516,0
3.141,119.161,120.441,118.57,208.101,207.144,205.121,1.07321,0.943652,0.767982,0.244229,127.885,113.654,91.0598,-115.755,-104.858,-82.2241,47.2599,36.6425,31.6327,0.905146,0.922606,0.902968,1.79277,1.92422,1.68753,60.0312,119.391,206.789,0.928283,332.599,-302.837,115.535,0.910516,0
3.172,119.184,120.467,118.59,208.127,207.178,205.182,1.07444,0.944381,0.769247,0.245256,128.056,113.766,91.2253,-115.82,-104.834,-82.279,47.4804,36.8984,31.7639,0.904447,0.921482,0.901932,1.7867,1.92897,1.70585,60.0312,119.414,206.829,0.929356,333.048,-302.933,116.143,0.909577,0
3.188,119.184,120.467,118.59,208.127,207.178,205.182,1.07444,0.944381,0.769247,0.245256,128.056,113.766,91.2253,-115.82,-104.834,-82.279,47.4804,36.8984,31.7639,0.904447,0.921482,0.901932,1.7867,1.92897,1.70585,60.0312,119.414,206.829,0.929356,333.048,-302.933,116.143,0.909577,0
