t/s,UL1-N [V],UL2-N [V],UL3-N [V],UL1-L2 [V],UL2-L3 [V],UL3-L1 [V],I1 [A],I2 [A],I3 [A],IN [A],S1 [VA],S2 [VA],S3 [VA],P1 [W],P2 [W],P3 [W],Q1 [var],Q2 [var],Q3 [var],cos (phi)1,cos (phi)2,cos (phi)3,UTHD1 [%],UTHD2 [%],UTHD3 [%],f [Hz], [V], [V]2, [A],Tot S [VA],Tot P [W],Tot Q [var],cos(phi),Label
5.532,103.537,112.612,109.101,186.629,196.09,180.638,4.91541,5.1077,3.61232,0.277545,508.929,575.191,394.108,-38.9178,-194.086,-66.5235,504.682,539.003,386.506,0.07647,0.337429,0.168795,2.97359,2.17686,2.43729,60.0125,108.417,187.785,4.54514,1478.23,-299.527,1430.19,0.202626,4
5.547,103.537,112.612,109.101,186.629,196.09,180.638,4.91541,5.1077,3.61232,0.277545,508.929,575.191,394.108,-38.9178,-194.086,-66.5235,504.682,539.003,386.506,0.07647,0.337429,0.168795,2.97359,2.17686,2.43729,60.0125,108.417,187.785,4.54514,1478.23,-299.527,1430.19,0.202626,4
5.563,103.537,112.612,109.101,186.629,196.09,180.638,4.91541,5.1077,3.61232,0.277545,508.929,575.191,394.108,-38.9178,-194.086,-66.5235,504.682,539.003,386.506,0.07647,0.337429,0.168795,2.97359,2.17686,2.43729,60.0125,108.417,187.785,4.54514,1478.23,-299.527,1430.19,0.202626,4
5.594,103.537,112.612,109.101,186.629,196.09,180.638,4.91541,5.1077,3.61232,0.277545,508.929,575.191,394.108,-38.9178,-194.086,-66.5235,504.682,539.003,386.506,0.07647,0.337429,0.168795,2.97359,2.17686,2.43729,60.0125,108.417,187.785,4.54514,1478.23,-299.527,1430.19,0.202626,4
5.61,103.701,112.41,109.477,186.356,196.201,181.384,4.71127,4.98347,3.50233,0.27365,488.563,560.192,383.426,-30.8162,-182.892,-68.2984,486.112,527.722,376.055,0.0630753,0.326482,0.178127,2.52202,2.00646,2.08194,60.0125,108.53,187.98,4.39902,1432.18,-282.007,1389.89,0.196907,4
5.625,103.701,112.41,109.477,186.356,196.201,181.384,4.71127,4.98347,3.50233,0.27365,488.563,560.192,383.426,-30.8162,-182.892,-68.2984,486.112,527.722,376.055,0.0630753,0.326482,0.178127,2.52202,2.00646,2.08194,60.0125,108.53,187.98,4.39902,1432.18,-282.007,1389.89,0.196907,4
5.641,103.701,112.41,109.477,186.356,196.201,181.384,4.71127,4.98347,3.50233,0.27365,488.563,560.192,383.426,-30.8162,-182.892,-68.2984,486.112,527.722,376.055,0.0630753,0.326482,0.178127,2.52202,2.00646,2.08194,60.0125,108.53,187.98,4.39902,1432.18,-282.007,1389.89,0.196907,4
5.672,103.701,112.41,109.477,186.356,196.201,181.384,4.71127,4.98347,3.50233,0.27365,488.563,560.192,383.426,-30.8162,-182.892,-68.2984,486.112,527.722,376.055,0.0630753,0.326482,0.178127,2.52202,2.00646,2.08194,60.0125,108.53,187.98,4.39902,1432.18,-282.007,1389.89,0.196907,4
5.688,103.701,112.41,109.477,186.356,196.201,181.384,4.71127,4.98347,3.50233,0.27365,488.563,560.192,383.426,-30.8162,-182.892,-68.2984,486.112,527.722,376.055,0.0630753,0.326482,0.178127,2.52202,2.00646,2.08194,60.0125,108.53,187.98,4.39902,1432.18,-282.007,1389.89,0.196907,4
5.704,103.701,112.41,109.477,186.356,196.201,181.384,4.71127,4.98347,3.50233,0.27365,488.563,560.192,383.426,-30.8162,-182.892,-68.2984,486.112,527.722,376.055,0.0630753,0.326482,0.178127,2.52202,2.00646,2.08194,60.0125,108.53,187.98,4.39902,1432.18,-282.007,1389.89,0.196907,4
5.735,103.701,112.41,109.477,186.356,196.201,181.384,4.71127,4.98347,3.50233,0.27365,488.563,560.192,383.426,-30.8162,-182.892,-68.2984,486.112,527.722,376.055,0.0630753,0.326482,0.178127,2.52202,2.00646,2.08194,60.0125,108.53,187.98,4.39902,1432.18,-282.007,1389.89,0.196907,4
5.75,103.701,112.41,109.477,186.356,196.201,181.384,4.71127,4.98347,3.50233,0.27365,488.563,560.192,383.426,-30.8162,-182.892,-68.2984,486.112,527.722,376.055,0.0630753,0.326482,0.178127,2.52202,2.00646,2.08194,60.0125,108.53,187.98,4.39902,1432.18,-282.007,1389.89,0.196907,4
5.766,103.701,112.41,109.477,186.356,196.201,181.384,4.71127,4.98347,3.50233,0.27365,488.563,560.192,383.426,-30.8162,-182.892,-68.2984,486.112,527.722,376.055,0.0630753,0.326482,0.178127,2.52202,2.00646,2.08194,60.0125,108.53,187.98,4.39902,1432.18,-282.007,1389.89,0.196907,4
5.782,103.701,112.41,109.477,186.356,196.201,181.384,4.71127,4.98347,3.50233,0.27365,488.563,560.192,383.426,-30.8162,-182.892,-68.2984,486.112,527.722,376.055,0.0630753,0.326482,0.178127,2.52202,2.00646,2.08194,60.0125,108.53,187.98,4.39902,1432.18,-282.007,1389.89,0.196907,4
5.813,115.49,120.06,116.685,204.522,206.639,198.926,2.92237,3.10345,2.22003,0.271747,337.505,372.601,259.043,-131.021,-184.739,-111.582,198.116,191.941,138.215,0.388204,0.495809,0.430746,2.1066,2.02932,1.8355,60.0125,117.412,203.362,2.74862,969.149,-427.341,528.272,0.440945,4
5.829,115.49,120.06,116.685,204.522,206.639,198.926,2.92237,3.10345,2.22003,0.271747,337.505,372.601,259.043,-131.021,-184.739,-111.582,198.116,191.941,138.215,0.388204,0.495809,0.430746,2.1066,2.02932,1.8355,60.0125,117.412,203.362,2.74862,969.149,-427.341,528.272,0.440945,4
5.844,115.49,120.06,116.685,204.522,206.639,198.926,2.92237,3.10345,2.22003,0.271747,337.505,372.601,259.043,-131.021,-184.739,-111.582,198.116,191.941,138.215,0.388204,0.495809,0.430746,2.1066,2.02932,1.8355,60.0125,117.412,203.362,2.74862,969.149,-427.341,528.272,0.440945,4
5.875,115.49,120.06,116.685,204.522,206.639,198.926,2.92237,3.10345,2.22003,0.271747,337.505,372.601,259.043,-131.021,-184.739,-111.582,198.116,191.941,138.215,0.388204,0.495809,0.430746,2.1066,2.02932,1.8355,60.0125,117.412,203.362,2.74862,969.149,-427.341,528.272,0.440945,4
5.891,115.49,120.06,116.685,204.522,206.639,198.926,2.92237,3.10345,2.22003,0.271747,337.505,372.601,259.043,-131.021,-184.739,-111.582,198.116,191.941,138.215,0.388204,0.495809,0.430746,2.1066,2.02932,1.8355,60.0125,117.412,203.362,2.74862,969.149,-427.341,528.272,0.440945,4
5.907,115.49,120.06,116.685,204.522,206.639,198.926,2.92237,3.10345,2.22003,0.271747,337.505,372.601,259.043,-131.021,-184.739,-111.582,198.116,191.941,138.215,0.388204,0.495809,0.430746,2.1066,2.02932,1.8355,60.0125,117.412,203.362,2.74862,969.149,-427.341,528.272,0.440945,4
5.922,115.49,120.06,116.685,204.522,206.639,198.926,2.92237,3.10345,2.22003,0.271747,337.505,372.601,259.043,-131.021,-184.739,-111.582,198.116,191.941,138.215,0.388204,0.495809,0.430746,2.1066,2.02932,1.8355,60.0125,117.412,203.362,2.74862,969.149,-427.341,528.272,0.440945,4
5.954,115.49,120.06,116.685,204.522,206.639,198.926,2.92237,3.10345,2.22003,0.271747,337.505,372.601,259.043,-131.021,-184.739,-111.582,198.116,191.941,138.215,0.388204,0.495809,0.430746,2.1066,2.02932,1.8355,60.0125,117.412,203.362,2.74862,969.149,-427.341,528.272,0.440945,4
5.969,115.49,120.06,116.685,204.522,206.639,198.926,2.92237,3.10345,2.22003,0.271747,337.505,372.601,259.043,-131.021,-184.739,-111.582,198.116,191.941,138.215,0.388204,0.495809,0.430746,2.1066,2.02932,1.8355,60.0125,117.412,203.362,2.74862,969.149,-427.341,528.272,0.440945,4
5.985,115.49,120.06,116.685,204.522,206.639,198.926,2.92237,3.10345,2.22003,0.271747,337.505,372.601,259.043,-131.021,-184.739,-111.582,198.116,191.941,138.215,0.388204,0.495809,0.430746,2.1066,2.02932,1.8355,60.0125,117.412,203.362,2.74862,969.149,-427.341,528.272,0.440945,4
6.016,115.49,120.06,116.685,204.522,206.639,198.926,2.92237,3.10345,2.22003,0.26565,337.505,372.601,259.043,-131.021,-184.739,-111.582,198.116,191.941,138.215,0.388204,0.495809,0.430746,2.1066,2.02932,1.8355,60.0125,117.412,203.362,2.74862,969.149,-427.341,528.272,0.440945,4
5.187,112.038,114.474,111.553,196.993,196.338,192.21,3.97104,3.75142,3.48703,0.262142,444.905,429.439,388.989,-139.131,-143.665,-99.2579,370.841,358.222,330.154,0.312722,0.334541,0.255169,2.65727,2.3553,2.13932,59.9887,112.688,195.18,3.73649,1263.33,-382.054,1059.22,0.302418,4
5.203,112.038,114.474,111.553,196.993,196.338,192.21,3.97104,3.75142,3.48703,0.262142,444.905,429.439,388.989,-139.131,-143.665,-99.2579,370.841,358.222,330.154,0.312722,0.334541,0.255169,2.65727,2.3553,2.13932,59.9887,112.688,195.18,3.73649,1263.33,-382.054,1059.22,0.302418,4
5.234,112.038,114.474,111.553,196.993,196.338,192.21,3.97104,3.75142,3.48703,0.262142,444.905,429.439,388.989,-139.131,-143.665,-99.2579,370.841,358.222,330.154,0.312722,0.334541,0.255169,2.65727,2.3553,2.13932,59.9887,112.688,195.18,3.73649,1263.33,-382.054,1059.22,0.302418,4
5.25,112.038,114.474,111.553,196.993,196.338,192.21,3.97104,3.75142,3.48703,0.262142,444.905,429.439,388.989,-139.131,-143.665,-99.2579,370.841,358.222,330.154,0.312722,0.334541,0.255169,2.65727,2.3553,2.13932,59.9887,112.688,195.18,3.73649,1263.33,-382.054,1059.22,0.302418,4
5.265,112.038,114.474,111.553,196.993,196.338,192.21,3.97104,3.75142,3.48703,0.262142,444.905,429.439,388.989,-139.131,-143.665,-99.2579,370.841,358.222,330.154,0.312722,0.334541,0.255169,2.65727,2.3553,2.13932,59.9887,112.688,195.18,3.73649,1263.33,-382.054,1059.22,0.302418,4
5.281,112.038,114.474,111.553,196.993,196.338,192.21,3.97104,3.75142,3.48703,0.262142,444.905,429.439,388.989,-139.131,-143.665,-99.2579,370.841,358.222,330.154,0.312722,0.334541,0.255169,2.65727,2.3553,2.13932,59.9887,112.688,195.18,3.73649,1263.33,-382.054,1059.22,0.302418,4
5.312,112.038,114.474,111.553,196.993,196.338,192.21,3.97104,3.75142,3.48703,0.262142,444.905,429.439,388.989,-139.131,-143.665,-99.2579,370.841,358.222,330.154,0.312722,0.334541,0.255169,2.65727,2.3553,2.13932,59.9887,112.688,195.18,3.73649,1263.33,-382.054,1059.22,0.302418,4
5.328,112.038,114.474,111.553,196.993,196.338,192.21,3.97104,3.75142,3.48703,0.262142,444.905,429.439,388.989,-139.131,-143.665,-99.2579,370.841,358.222,330.154,0.312722,0.334541,0.255169,2.65727,2.3553,2.13932,59.9887,112.688,195.18,3.73649,1263.33,-382.054,1059.22,0.302418,4
5.344,112.038,114.474,111.553,196.993,196.338,192.21,3.97104,3.75142,3.48703,0.262142,444.905,429.439,388.989,-139.131,-143.665,-99.2579,370.841,358.222,330.154,0.312722,0.334541,0.255169,2.65727,2.3553,2.13932,59.9887,112.688,195.18,3.73649,1263.33,-382.054,1059.22,0.302418,4
5.375,112.038,114.474,111.553,196.993,196.338,192.21,3.97104,3.75142,3.48703,0.267767,444.905,429.439,388.989,-139.131,-143.665,-99.2579,370.841,358.222,330.154,0.312722,0.334541,0.255169,2.65727,2.3553,2.13932,59.9887,112.688,195.18,3.73649,1263.33,-382.054,1059.22,0.302418,4
5.39,110.211,112.6,110.106,193.514,193.602,189.512,4.14314,4.04769,3.75375,0.267767,456.621,455.771,413.311,-129.559,-136.514,-100.135,436.093,433.135,399.372,0.283733,0.299524,0.242274,2.19954,2.26414,2.27953,60.0023,110.973,192.209,3.98153,1325.7,-366.207,1268.6,0.276236,4
5.406,110.211,112.6,110.106,193.514,193.602,189.512,4.14314,4.04769,3.75375,0.267767,456.621,455.771,413.311,-129.559,-136.514,-100.135,436.093,433.135,399.372,0.283733,0.299524,0.242274,2.19954,2.26414,2.27953,60.0023,110.973,192.209,3.98153,1325.7,-366.207,1268.6,0.276236,4
5.422,110.211,112.6,110.106,193.514,193.602,189.512,4.14314,4.04769,3.75375,0.267767,456.621,455.771,413.311,-129.559,-136.514,-100.135,436.093,433.135,399.372,0.283733,0.299524,0.242274,2.19954,2.26414,2.27953,60.0023,110.973,192.209,3.98153,1325.7,-366.207,1268.6,0.276236,4
5.453,110.211,112.6,110.106,193.514,193.602,189.512,4.14314,4.04769,3.75375,0.267767,456.621,455.771,413.311,-129.559,-136.514,-100.135,436.093,433.135,399.372,0.283733,0.299524,0.242274,2.19954,2.26414,2.27953,60.0023,110.973,192.209,3.98153,1325.7,-366.207,1268.6,0.276236,4
5.469,110.211,112.6,110.106,193.514,193.602,189.512,4.14314,4.04769,3.75375,0.267767,456.621,455.771,413.311,-129.559,-136.514,-100.135,436.093,433.135,399.372,0.283733,0.299524,0.242274,2.19954,2.26414,2.27953,60.0023,110.973,192.209,3.98153,1325.7,-366.207,1268.6,0.276236,4
5.484,110.211,112.6,110.106,193.514,193.602,189.512,4.14314,4.04769,3.75375,0.267767,456.621,455.771,413.311,-129.559,-136.514,-100.135,436.093,433.135,399.372,0.283733,0.299524,0.242274,2.19954,2.26414,2.27953,60.0023,110.973,192.209,3.98153,1325.7,-366.207,1268.6,0.276236,4
5.5,110.211,112.6,110.106,193.514,193.602,189.512,4.14314,4.04769,3.75375,0.267767,456.621,455.771,413.311,-129.559,-136.514,-100.135,436.093,433.135,399.372,0.283733,0.299524,0.242274,2.19954,2.26414,2.27953,60.0023,110.973,192.209,3.98153,1325.7,-366.207,1268.6,0.276236,4
5.531,110.211,112.6,110.106,193.514,193.602,189.512,4.14314,4.04769,3.75375,0.267767,456.621,455.771,413.311,-129.559,-136.514,-100.135,436.093,433.135,399.372,0.283733,0.299524,0.242274,2.19954,2.26414,2.27953,60.0023,110.973,192.209,3.98153,1325.7,-366.207,1268.6,0.276236,4
5.547,110.211,112.6,110.106,193.514,193.602,189.512,4.14314,4.04769,3.75375,0.267767,456.621,455.771,413.311,-129.559,-136.514,-100.135,436.093,433.135,399.372,0.283733,0.299524,0.242274,2.19954,2.26414,2.27953,60.0023,110.973,192.209,3.98153,1325.7,-366.207,1268.6,0.276236,4
5.562,110.211,112.6,110.106,193.514,193.602,189.512,4.14314,4.04769,3.75375,0.267767,456.621,455.771,413.311,-129.559,-136.514,-100.135,436.093,433.135,399.372,0.283733,0.299524,0.242274,2.19954,2.26414,2.27953,60.0023,110.973,192.209,3.98153,1325.7,-366.207,1268.6,0.276236,4
5.594,113.197,115.182,113.205,198.155,198.419,195.063,3.56494,3.51394,3.27269,0.265791,403.539,404.743,370.485,-140.19,-139.028,-117.806,322.909,328.013,301.08,0.3474,0.343496,0.317979,2.1169,2.14007,2.07633,60.0023,113.861,197.212,3.45052,1178.77,-397.023,952.002,0.336812,4
5.609,113.197,115.182,113.205,198.155,198.419,195.063,3.56494,3.51394,3.27269,0.265791,403.539,404.743,370.485,-140.19,-139.028,-117.806,322.909,328.013,301.08,0.3474,0.343496,0.317979,2.1169,2.14007,2.07633,60.0023,113.861,197.212,3.45052,1178.77,-397.023,952.002,0.336812,4
5.625,113.197,115.182,113.205,198.155,198.419,195.063,3.56494,3.51394,3.27269,0.265791,403.539,404.743,370.485,-140.19,-139.028,-117.806,322.909,328.013,301.08,0.3474,0.343496,0.317979,2.1169,2.14007,2.07633,60.0023,113.861,197.212,3.45052,1178.77,-397.023,952.002,0.336812,4
5.64,113.197,115.182,113.205,198.155,198.419,195.063,3.56494,3.51394,3.27269,0.265791,403.539,404.743,370.485,-140.19,-139.028,-117.806,322.909,328.013,301.08,0.3474,0.343496,0.317979,2.1169,2.14007,2.07633,60.0023,113.861,197.212,3.45052,1178.77,-397.023,952.002,0.336812,4
5.672,113.197,115.182,113.205,198.155,198.419,195.063,3.56494,3.51394,3.27269,0.265791,403.539,404.743,370.485,-140.19,-139.028,-117.806,322.909,328.013,301.08,0.3474,0.343496,0.317979,2.1169,2.14007,2.07633,60.0023,113.861,197.212,3.45052,1178.77,-397.023,952.002,0.336812,4
5.687,113.197,115.182,113.205,198.155,198.419,195.063,3.56494,3.51394,3.27269,0.265791,403.539,404.743,370.485,-140.19,-139.028,-117.806,322.909,328.013,301.08,0.3474,0.343496,0.317979,2.1169,2.14007,2.07633,60.0023,113.861,197.212,3.45052,1178.77,-397.023,952.002,0.336812,4
5.703,113.197,115.182,113.205,198.155,198.419,195.063,3.56494,3.51394,3.27269,0.265791,403.539,404.743,370.485,-140.19,-139.028,-117.806,322.909,328.013,301.08,0.3474,0.343496,0.317979,2.1169,2.14007,2.07633,60.0023,113.861,197.212,3.45052,1178.77,-397.023,952.002,0.336812,4
5.734,113.197,115.182,113.205,198.155,198.419,195.063,3.56494,3.51394,3.27269,0.265791,403.539,404.743,370.485,-140.19,-139.028,-117.806,322.909,328.013,301.08,0.3474,0.343496,0.317979,2.1169,2.14007,2.07633,60.0023,113.861,197.212,3.45052,1178.77,-397.023,952.002,0.336812,4
5.75,113.197,115.182,113.205,198.155,198.419,195.063,3.56494,3.51394,3.27269,0.265791,403.539,404.743,370.485,-140.19,-139.028,-117.806,322.909,328.013,301.08,0.3474,0.343496,0.317979,2.1169,2.14007,2.07633,60.0023,113.861,197.212,3.45052,1178.77,-397.023,952.002,0.336812,4
5.765,113.197,115.182,113.205,198.155,198.419,195.063,3.56494,3.51394,3.27269,0.265791,403.539,404.743,370.485,-140.19,-139.028,-117.806,322.909,328.013,301.08,0.3474,0.343496,0.317979,2.1169,2.14007,2.07633,60.0023,113.861,197.212,3.45052,1178.77,-397.023,952.002,0.336812,4
5.25,113.926,116.936,114.19,200.541,201.085,196.018,3.49508,3.33921,2.94198,0.259616,398.181,390.476,335.944,-137.959,-154.251,-107.197,273.897,268.254,232.735,0.346473,0.395035,0.319094,2.4265,2.22825,2.03047,60.0082,115.017,199.215,3.25876,1124.6,-399.408,774.886,0.355155,4
5.265,113.926,116.936,114.19,200.541,201.085,196.018,3.49508,3.33921,2.94198,0.265894,398.181,390.476,335.944,-137.959,-154.251,-107.197,273.897,268.254,232.735,0.346473,0.395035,0.319094,2.4265,2.22825,2.03047,60.0082,115.017,199.215,3.25876,1124.6,-399.408,774.886,0.355155,4
5.281,113.926,116.936,114.19,200.541,201.085,196.018,3.49508,3.33921,2.94198,0.265894,398.181,390.476,335.944,-137.959,-154.251,-107.197,273.897,268.254,232.735,0.346473,0.395035,0.319094,2.4265,2.22825,2.03047,60.0082,115.017,199.215,3.25876,1124.6,-399.408,774.886,0.355155,4
5.312,113.926,116.936,114.19,200.541,201.085,196.018,3.49508,3.33921,2.94198,0.265894,398.181,390.476,335.944,-137.959,-154.251,-107.197,273.897,268.254,232.735,0.346473,0.395035,0.319094,2.4265,2.22825,2.03047,60.0082,115.017,199.215,3.25876,1124.6,-399.408,774.886,0.355155,4
5.328,113.926,116.936,114.19,200.541,201.085,196.018,3.49508,3.33921,2.94198,0.265894,398.181,390.476,335.944,-137.959,-154.251,-107.197,273.897,268.254,232.735,0.346473,0.395035,0.319094,2.4265,2.22825,2.03047,60.0082,115.017,199.215,3.25876,1124.6,-399.408,774.886,0.355155,4
5.344,113.926,116.936,114.19,200.541,201.085,196.018,3.49508,3.33921,2.94198,0.265894,398.181,390.476,335.944,-137.959,-154.251,-107.197,273.897,268.254,232.735,0.346473,0.395035,0.319094,2.4265,2.22825,2.03047,60.0082,115.017,199.215,3.25876,1124.6,-399.408,774.886,0.355155,4
5.375,113.926,116.936,114.19,200.541,201.085,196.018,3.49508,3.33921,2.94198,0.265894,398.181,390.476,335.944,-137.959,-154.251,-107.197,273.897,268.254,232.735,0.346473,0.395035,0.319094,2.4265,2.22825,2.03047,60.0082,115.017,199.215,3.25876,1124.6,-399.408,774.886,0.355155,4
5.39,113.926,116.936,114.19,200.541,201.085,196.018,3.49508,3.33921,2.94198,0.265894,398.181,390.476,335.944,-137.959,-154.251,-107.197,273.897,268.254,232.735,0.346473,0.395035,0.319094,2.4265,2.22825,2.03047,60.0082,115.017,199.215,3.25876,1124.6,-399.408,774.886,0.355155,4
5.406,113.926,116.936,114.19,200.541,201.085,196.018,3.49508,3.33921,2.94198,0.265894,398.181,390.476,335.944,-137.959,-154.251,-107.197,273.897,268.254,232.735,0.346473,0.395035,0.319094,2.4265,2.22825,2.03047,60.0082,115.017,199.215,3.25876,1124.6,-399.408,774.886,0.355155,4
5.422,113.926,116.936,114.19,200.541,201.085,196.018,3.49508,3.33921,2.94198,0.265894,398.181,390.476,335.944,-137.959,-154.251,-107.197,273.897,268.254,232.735,0.346473,0.395035,0.319094,2.4265,2.22825,2.03047,60.0082,115.017,199.215,3.25876,1124.6,-399.408,774.886,0.355155,4
5.453,108.9,112.928,110.236,192.33,194.873,187.943,4.20589,4.21757,3.64655,0.266753,458.02,476.28,401.98,-109.502,-151.162,-96.4029,442.766,449.803,388.658,0.239078,0.31738,0.23982,2.39806,2.32163,2.27412,60.0082,110.688,191.715,4.02333,1336.28,-357.067,1281.23,0.26721,4
5.469,108.9,112.928,110.236,192.33,194.873,187.943,4.20589,4.21757,3.64655,0.266753,458.02,476.28,401.98,-109.502,-151.162,-96.4029,442.766,449.803,388.658,0.239078,0.31738,0.23982,2.39806,2.32163,2.27412,60.0082,110.688,191.715,4.02333,1336.28,-357.067,1281.23,0.26721,4
5.484,108.9,112.928,110.236,192.33,194.873,187.943,4.20589,4.21757,3.64655,0.266753,458.02,476.28,401.98,-109.502,-151.162,-96.4029,442.766,449.803,388.658,0.239078,0.31738,0.23982,2.39806,2.32163,2.27412,60.0082,110.688,191.715,4.02333,1336.28,-357.067,1281.23,0.26721,4
5.515,108.9,112.928,110.236,192.33,194.873,187.943,4.20589,4.21757,3.64655,0.266753,458.02,476.28,401.98,-109.502,-151.162,-96.4029,442.766,449.803,388.658,0.239078,0.31738,0.23982,2.39806,2.32163,2.27412,60.0082,110.688,191.715,4.02333,1336.28,-357.067,1281.23,0.26721,4
5.531,108.9,112.928,110.236,192.33,194.873,187.943,4.20589,4.21757,3.64655,0.266753,458.02,476.28,401.98,-109.502,-151.162,-96.4029,442.766,449.803,388.658,0.239078,0.31738,0.23982,2.39806,2.32163,2.27412,60.0082,110.688,191.715,4.02333,1336.28,-357.067,1281.23,0.26721,4
5.547,108.9,112.928,110.236,192.33,194.873,187.943,4.20589,4.21757,3.64655,0.266753,458.02,476.28,401.98,-109.502,-151.162,-96.4029,442.766,449.803,388.658,0.239078,0.31738,0.23982,2.39806,2.32163,2.27412,60.0082,110.688,191.715,4.02333,1336.28,-357.067,1281.23,0.26721,4
5.562,108.9,112.928,110.236,192.33,194.873,187.943,4.20589,4.21757,3.64655,0.266753,458.02,476.28,401.98,-109.502,-151.162,-96.4029,442.766,449.803,388.658,0.239078,0.31738,0.23982,2.39806,2.32163,2.27412,60.0082,110.688,191.715,4.02333,1336.28,-357.067,1281.23,0.26721,4
5.594,108.9,112.928,110.236,192.33,194.873,187.943,4.20589,4.21757,3.64655,0.266753,458.02,476.28,401.98,-109.502,-151.162,-96.4029,442.766,449.803,388.658,0.239078,0.31738,0.23982,2.39806,2.32163,2.27412,60.0082,110.688,191.715,4.02333,1336.28,-357.067,1281.23,0.26721,4
5.609,108.9,112.928,110.236,192.33,194.873,187.943,4.20589,4.21757,3.64655,0.266753,458.02,476.28,401.98,-109.502,-151.162,-96.4029,442.766,449.803,388.658,0.239078,0.31738,0.23982,2.39806,2.32163,2.27412,60.0082,110.688,191.715,4.02333,1336.28,-357.067,1281.23,0.26721,4
5.625,108.9,112.928,110.236,192.33,194.873,187.943,4.20589,4.21757,3.64655,0.266753,458.02,476.28,401.98,-109.502,-151.162,-96.4029,442.766,449.803,388.658,0.239078,0.31738,0.23982,2.39806,2.32163,2.27412,60.0082,110.688,191.715,4.02333,1336.28,-357.067,1281.23,0.26721,4
